path	exit_code	PASS	binder_binder_min_A	binder_binder_clash	raw
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d0.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d0.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d1.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d1.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d2.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d2.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d3.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d3.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d4.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d4.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d5.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d5.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d6.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d6.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d7.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d2_50056965/design2_b0_d7.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d0.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d0.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d1.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d1.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d2.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d2.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d3.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d3.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d4.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d4.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d5.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d5.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d6.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d6.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d7.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_d6_50056965/design6_b0_d7.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d0.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d0.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d1.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d1.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d2.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d2.cif"",""error"":""expected exactly 2 binder chains, found []""}"
/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d3.cif	0				"{""design"":""/scratch/brussel/vo/000/bvo00014/vsc39230/slyb/sequence_design/out/lmpnn_smoke_d6_50056964/design6_b0_d3.cif"",""error"":""expected exactly 2 binder chains, found []""}"
